Car_Name,Selling_Price,km_driven,Fuel_Type,Seller_Type,Transmission
Hyundai EON Petrol Magna Plus,170000,170000,Petrol,Individual,Manual
Datsun RediGO T Option,229999,37500,Petrol,Individual,Manual
Maruti 800 Std,45000,50000,Petrol,Individual,Manual
Maruti Grand Vitara MT,479000,145000,Petrol,Individual,Manual
Mahindra KUV 100 mFALCON G80 K8 5str,370000,60000,Petrol,Individual,Manual
Hyundai EON Sportz,340000,30000,Petrol,Individual,Manual
Maruti Swift Dzire ZXI,620000,35000,Petrol,Individual,Manual
Tata Manza Club Class Quadrajet90 EX,270000,60000,Diesel,Individual,Manual
Tata Tiago 1.05 Revotorq XZ Plus,400000,35000,Diesel,Individual,Manual
Maruti Wagon R VXI Optional,260000,40000,Petrol,Individual,Manual
Hyundai Santro LE zipPlus,48000,50000,Petrol,Individual,Manual
Tata Nano Twist XE,100000,23800,Petrol,Individual,Manual
Nissan Terrano XL Plus 85 PS,490000,70000,Diesel,Individual,Manual
Maruti Wagon R Duo Lxi,120000,90000,Petrol,Individual,Manual
Hyundai i10 Era,125000,102000,Petrol,Individual,Manual
Hyundai EON Era Plus,160000,80000,Petrol,Individual,Manual
Maruti Alto 800 LXI,190000,5000,Petrol,Individual,Manual
Tata Harrier XZ BSIV,1700000,10000,Diesel,Individual,Manual
Hyundai i10 Sportz,250000,50000,Petrol,Individual,Manual
Maruti Ignis 1.2 Delta BSIV,500000,15000,Petrol,Individual,Manual
Toyota Corolla Altis 1.8 J,400000,35000,Petrol,Individual,Manual
Fiat Linea T Jet Plus,500000,20000,Petrol,Individual,Manual
Toyota Fortuner 4x2 AT,1800000,99000,Diesel,Individual,Automatic
Honda Civic 1.8 V MT,320000,90000,Petrol,Individual,Manual
Honda Civic 1.8 S AT,250000,47000,Petrol,Dealer,Automatic
Ford Figo Diesel Titanium,105000,90000,Diesel,Individual,Manual
Hyundai i20 Active 1.2 SX,550000,20000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz AT,600000,1100,Petrol,Individual,Automatic
Maruti Alto 800 VXI,210000,40000,Petrol,Individual,Manual
Maruti Alto 800 LXI Airbag,210000,15000,Petrol,Individual,Manual
Maruti Alto LXi,150000,40000,Petrol,Individual,Manual
Hyundai i10 Era 1.1,125000,60000,Petrol,Individual,Manual
Maruti Celerio VXI,380000,20000,Petrol,Individual,Manual
Maruti Baleno Delta 1.2,600000,5000,Petrol,Individual,Manual
Maruti Swift VXI Deca,490000,27000,Petrol,Individual,Manual
Maruti Swift Dzire LDI,545000,38000,Diesel,Individual,Manual
Maruti Wagon R VXI BS IV,250000,25000,Petrol,Individual,Manual
Hyundai Venue SX Opt Turbo BSIV,1050000,1100,Petrol,Individual,Manual
Maruti Wagon R LX Minor,100000,100000,Petrol,Individual,Manual
Ford Figo Diesel ZXI,250000,100000,Diesel,Individual,Manual
Maruti Wagon R LX BSIII,100000,110000,Petrol,Individual,Manual
Ford Figo 1.5D Ambiente ABS MT,350000,60000,Diesel,Individual,Manual
Renault Duster 110PS Diesel RxZ Plus,370000,70000,Diesel,Individual,Manual
Maruti Zen VXi - BS III,121000,110000,Petrol,Individual,Manual
Ford Figo Aspire 1.5 Ti-VCT Titanium,570000,44077,Petrol,Dealer,Automatic
Maruti Ertiga SHVS VDI,785000,24000,Diesel,Individual,Manual
Maruti Ciaz S 1.3,850000,30000,Diesel,Individual,Manual
Maruti Wagon R VXI BS IV,375000,30000,Petrol,Individual,Manual
Maruti Baleno Alpha 1.2,619000,40000,Petrol,Individual,Manual
Chevrolet Cruze LTZ,335000,90000,Diesel,Individual,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,50000,Diesel,Individual,Manual
Maruti Wagon R LX,60000,100000,Petrol,Individual,Manual
Maruti Zen Estilo VXI BSIV,130000,50000,Petrol,Individual,Manual
Mahindra Ingenio CRDe,210000,210000,Diesel,Individual,Manual
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,20000,Diesel,Individual,Manual
Tata Indigo TDI,270000,70000,Diesel,Individual,Manual
Maruti Wagon R LXI Minor,225000,100000,Petrol,Individual,Manual
Maruti SX4 ZXI MT BSIV,150000,160000,Petrol,Individual,Manual
Chevrolet Beat Diesel LT,173000,70000,Diesel,Individual,Manual
BMW 5 Series 520d Luxury Line,4800000,9422,Diesel,Individual,Automatic
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,710000,110000,Diesel,Individual,Automatic
Toyota Corolla Altis 1.8 GL,1500000,20000,Petrol,Individual,Manual
Maruti Baleno Zeta 1.2,550000,20000,Petrol,Individual,Manual
Maruti 800 AC BSIII,58000,70000,Petrol,Individual,Manual
Audi A4 1.8 TFSI,1200000,60000,Petrol,Individual,Automatic
Mahindra Scorpio M2DI,500000,150000,Diesel,Individual,Manual
Maruti Swift LXi BSIV,120000,83000,Petrol,Individual,Manual
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,300000,250000,Diesel,Individual,Manual
Hyundai EON Era Plus,300000,30000,Petrol,Individual,Manual
Datsun GO Plus T Option BSIV,295000,21000,Petrol,Individual,Manual
Maruti Ertiga VXI CNG,587000,80000,CNG,Individual,Manual
Ambassador Grand 1800 ISZ MPFI PW CL,430000,50000,Petrol,Individual,Manual
Hyundai Verna i (Petrol),123000,50000,Petrol,Individual,Manual
Skoda Laura Ambiente 2.0 TDI CR AT,450000,48500,Diesel,Individual,Automatic
Maruti Wagon R LXI Minor,130000,60000,Petrol,Individual,Manual
Tata Indica Vista Aqua 1.4 TDI,110000,90000,Diesel,Individual,Manual
Mahindra Xylo Celebration Edition BSIV,200000,240000,Diesel,Individual,Manual
Hyundai Grand i10 Magna,320000,70000,Petrol,Individual,Manual
Maruti Wagon R LXI BS IV,300000,50000,Petrol,Individual,Manual
Volkswagen CrossPolo 1.2 MPI,350000,110000,Petrol,Individual,Manual
Maruti Ertiga VXI Petrol,800000,50000,Petrol,Individual,Manual
Hyundai Xcent 1.1 CRDi S,270000,175000,Diesel,Individual,Manual
Hyundai i20 1.2 Magna Executive,540000,60000,Petrol,Individual,Manual
Maruti Wagon R LXI CNG,160000,60000,CNG,Individual,Manual
Maruti SX4 VDI,340000,100000,Diesel,Individual,Manual
Maruti Eeco 5 Seater AC BSIV,350000,40000,Petrol,Individual,Manual
Volkswagen Vento Diesel Style Limited Edition,300000,100000,Diesel,Individual,Manual
Maruti Ritz VDi,330000,63000,Diesel,Individual,Manual
Maruti Wagon R LXI CNG,325000,80000,CNG,Individual,Manual
Maruti Swift Dzire VDI,250000,55000,Diesel,Individual,Manual
Maruti Swift Star VDI,250000,55000,Diesel,Individual,Manual
Chevrolet Beat LT Option,240000,60000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna BSIV,545000,5000,Petrol,Individual,Manual
Hyundai i10 Magna 1.1 iTech SE,300000,48000,Petrol,Dealer,Manual
Chevrolet Beat LT,130000,80000,Petrol,Individual,Manual
Renault KWID RXT,240000,50000,Petrol,Individual,Manual
Renault KWID 1.0 RXT Optional,360000,15000,Petrol,Individual,Manual
Hyundai i20 1.4 CRDi Magna,250000,70000,Diesel,Individual,Manual
Skoda Laura Elegance 2.0 TDI CR AT,475000,105000,Diesel,Dealer,Automatic
Hyundai i20 Asta Option 1.4 CRDi,600000,50000,Diesel,Individual,Manual
Tata Indigo CR4,150000,80000,Diesel,Individual,Manual
Ford EcoSport 1.5 Diesel Trend BSIV,700000,50000,Diesel,Individual,Manual
Mahindra XUV500 W6 2WD,1290000,5000,Diesel,Individual,Manual
Hyundai Santro Xing XG,80000,58000,Petrol,Individual,Manual
Hyundai Grand i10 Sportz,425000,12000,Petrol,Individual,Manual
Maruti Celerio ZXI AMT BSIV,500000,10000,Petrol,Individual,Automatic
Hyundai Santro Xing GLS,193000,45000,Petrol,Individual,Manual
Honda City i VTEC V,800000,10000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,150000,50000,Petrol,Individual,Manual
Maruti 800 AC,80000,40000,Petrol,Individual,Manual
Ford Figo Diesel EXI,130000,100000,Diesel,Individual,Manual
Ford Figo Diesel EXI,280000,80000,Diesel,Individual,Manual
Mahindra Xylo D2 BS IV,229999,110000,Diesel,Individual,Manual
Maruti Zen Estilo VXI BSIII,80000,120000,Petrol,Individual,Manual
Tata Nano Cx BSIII,70000,10000,Petrol,Individual,Manual
Maruti Ritz VDi,240000,60000,Diesel,Individual,Manual
Mahindra Xylo E8,380000,72000,Diesel,Individual,Manual
Maruti Ritz VDi,240000,60000,Diesel,Individual,Manual
Hyundai Santro Xing XO,80000,110000,Petrol,Individual,Manual
Hyundai i10 Era,265000,50000,Petrol,Individual,Manual
Hyundai EON Magna Plus Option,320000,25000,Petrol,Individual,Manual
Nissan Terrano XL 110 PS,500000,120000,Diesel,Individual,Manual
Hyundai Creta 1.6 CRDi SX Option,1300000,55000,Diesel,Individual,Manual
Mahindra Scorpio S11 BSIV,1500000,35000,Diesel,Individual,Manual
Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,110000,Diesel,Individual,Automatic
Mahindra XUV500 W6 2WD,600000,80000,Diesel,Individual,Manual
Tata Tiago 1.2 Revotron XT,420000,80000,Petrol,Individual,Manual
Maruti Zen Estilo LXI BS IV,140000,120000,Petrol,Individual,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,300000,100000,Diesel,Individual,Manual
Hyundai Santro Xing XL eRLX Euro III,100000,60000,Petrol,Dealer,Manual
Maruti Alto K10 VXI,350000,25000,Petrol,Dealer,Manual
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,850000,19000,Petrol,Dealer,Manual
Maruti Alto LX,140000,54000,Petrol,Dealer,Manual
Ford Aspire Titanium Plus BSIV,550000,17100,Petrol,Dealer,Manual
Hyundai Grand i10 Asta Option AT,525000,19000,Petrol,Dealer,Automatic
Ford Ecosport 1.5 DV5 MT Titanium,470000,146000,Diesel,Dealer,Manual
Ford Endeavour 3.0L 4X4 AT,900000,98000,Diesel,Dealer,Automatic
Ford Endeavour 2.5L 4X2,500000,224642,Diesel,Dealer,Manual
Maruti Zen LXI,80000,120000,Petrol,Individual,Manual
Mahindra Verito 1.5 D2 BSIII,175000,175000,Diesel,Individual,Manual
Mahindra XUV500 AT W10 AWD,1350000,15000,Diesel,Individual,Automatic
Renault Duster 110PS Diesel RxZ,800000,50000,Diesel,Individual,Manual
Datsun RediGO 1.0 S,250000,15000,Petrol,Individual,Manual
Maruti Ignis 1.2 AMT Alpha BSIV,700000,25000,Petrol,Individual,Automatic
Tata Nexon 1.5 Revotorq XM,800000,25000,Diesel,Individual,Manual
Mahindra XUV500 W6 2WD,660000,69000,Diesel,Individual,Manual
Maruti Swift VDI BSIV,465000,60000,Diesel,Individual,Manual
Mahindra Scorpio 2.6 CRDe,180000,222435,Diesel,Individual,Manual
Maruti Swift Dzire VDI,600000,66000,Diesel,Individual,Manual
Ford Fiesta 1.4 ZXi Duratec,150000,110000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX,450000,78000,Diesel,Individual,Manual
Hyundai Elite i20 Sportz Plus BSIV,721000,10000,Petrol,Individual,Manual
Maruti Swift 1.2 DLX,300000,35000,Petrol,Individual,Manual
Mahindra Scorpio BSIV,1000000,10000,Diesel,Individual,Manual
Renault KWID RXT,300000,40000,Petrol,Individual,Manual
Mahindra Scorpio LX,450000,120000,Diesel,Individual,Manual
Maruti Esteem AX,79000,70000,Petrol,Individual,Automatic
Ford Figo 1.5D Trend MT,545000,40000,Diesel,Individual,Manual
Honda Amaze V Diesel BSIV,844999,20000,Diesel,Individual,Manual
Skoda Rapid 1.5 TDI Ambition,700000,93000,Diesel,Individual,Manual
Toyota Etios VD,650000,159000,Diesel,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,525000,75000,Diesel,Individual,Manual
Ford Fiesta Classic 1.4 SXI Duratorq,110000,101100,Diesel,Individual,Manual
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,180000,66000,Diesel,Individual,Manual
Hyundai i10 Era,280000,30000,Petrol,Individual,Manual
Renault KWID 1.0 RXT Optional,400000,10000,Petrol,Individual,Manual
Mahindra XUV500 W8 4WD,625000,126000,Diesel,Individual,Manual
Volkswagen Vento 1.5 TDI Highline,535000,70000,Diesel,Individual,Manual
Maruti Swift VDI Optional,459999,50000,Diesel,Individual,Manual
Mahindra Bolero DI,300000,100000,Diesel,Individual,Manual
Honda Civic 1.8 V AT,280000,60000,Petrol,Individual,Automatic
Honda Mobilio V i VTEC,500000,70000,Petrol,Individual,Manual
Hyundai Creta 1.6 SX,1200000,1200,Petrol,Individual,Manual
Renault KWID RXT,300000,40000,Petrol,Individual,Manual
Tata Manza ELAN Quadrajet BS IV,180000,80000,Diesel,Individual,Manual
Hyundai i10 Sportz AT,180000,134444,Petrol,Individual,Automatic
Maruti Alto LXi,78000,120000,Petrol,Individual,Manual
Nissan Micra Diesel XV Premium,160000,120000,Diesel,Individual,Manual
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,238000,Diesel,Individual,Manual
Maruti Wagon R LXI Minor,110000,100000,Petrol,Individual,Manual
Mahindra Bolero SLX 4WD BSIII,450000,110000,Diesel,Individual,Manual
Mahindra Scorpio S9 BSIV,1350000,35000,Diesel,Individual,Manual
Honda City 1.3 DX,120000,165000,Petrol,Individual,Manual
Honda BR-V i-DTEC VX MT,1040000,42000,Diesel,Individual,Manual
Hyundai Grand i10 CRDi Sportz,390000,70000,Diesel,Individual,Manual
Tata Nano Lx BSIII,65000,60000,Petrol,Individual,Manual
Volkswagen Polo Diesel Highline 1.2L,320000,115000,Diesel,Individual,Manual
Volkswagen Ameo 1.5 TDI Highline,720000,70000,Diesel,Individual,Manual
Maruti Swift ZXI ABS,220000,80000,Petrol,Individual,Manual
Maruti Wagon R LXI BS IV,225000,65000,Petrol,Dealer,Manual
Tata Manza Aura (ABS) Quadrajet BS IV,200000,150000,Diesel,Individual,Manual
Toyota Etios GD,434999,75000,Diesel,Dealer,Manual
Ford Figo Diesel Titanium,300000,63700,Diesel,Individual,Manual
Honda Amaze VX i-DTEC,700000,74800,Diesel,Individual,Manual
Ford Endeavour 2.5L 4X2 MT,500000,105000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxE,500000,40000,Diesel,Individual,Manual
Maruti Ritz LDi,400000,90000,Diesel,Individual,Manual
Toyota Corolla Altis D-4D J,825000,75000,Diesel,Dealer,Manual
Maruti Swift Dzire VDI,720000,15000,Diesel,Individual,Manual
Maruti 800 AC Uniq,110000,30000,Petrol,Individual,Manual
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,100000,Diesel,Individual,Manual
Mahindra Scorpio VLX 2WD AT BSIV,275000,155000,Diesel,Individual,Automatic
Land Rover Range Rover Evoque 2.2L Dynamic,2349000,149000,Diesel,Individual,Automatic
Hyundai i20 1.4 Sportz,740000,60000,Diesel,Individual,Manual
Maruti Baleno Alpha 1.3,800000,90000,Diesel,Individual,Manual
Hyundai Verna CRDi 1.6 SX Option,1100000,100000,Diesel,Individual,Manual
BMW X1 sDrive20d,750000,100000,Diesel,Individual,Automatic
Maruti Alto K10 2010-2014 VXI,200000,90000,Petrol,Individual,Manual
Tata Spacio SA 6 Seater,210000,75000,Diesel,Individual,Manual
Maruti Swift VDI BSIV,270000,120000,Diesel,Individual,Manual
Toyota Etios 1.4 VXD,630000,90000,Diesel,Individual,Manual
Hyundai Xcent 1.2 Kappa S,375000,55000,Petrol,Individual,Manual
Mahindra Xylo D2,300000,70000,Diesel,Individual,Manual
Mahindra Bolero Power Plus SLX,580000,95000,Diesel,Individual,Manual
Hyundai Verna 1.4 CRDi,550000,50000,Diesel,Individual,Manual
Maruti Ciaz ZDi Plus SHVS,750000,50000,Diesel,Individual,Manual
Maruti Omni E MPI STD BS IV,250000,60516,Petrol,Individual,Manual
Hyundai Verna 1.6 SX,434999,235000,Diesel,Individual,Manual
Mercedes-Benz E-Class 280 CDI,900000,76731,Diesel,Dealer,Automatic
Maruti Swift ZDI,685000,64000,Diesel,Dealer,Manual
Maruti Swift VDI BSIV,540000,65000,Diesel,Dealer,Manual
Honda City i-VTEC CVT ZX,1165000,13000,Petrol,Dealer,Automatic
Ford Ecosport 1.5 DV5 MT Titanium Optional,610000,77000,Diesel,Dealer,Manual
Hyundai EON Era,254999,24000,Petrol,Dealer,Manual
Nissan Micra Active XV,280000,63840,Petrol,Dealer,Manual
Tata Tiago 1.2 Revotron XT,370000,25000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 EX 4x2,459999,76400,Diesel,Individual,Manual
Maruti Zen LX,42000,70000,Petrol,Individual,Manual
Maruti Zen LX,42000,70000,Petrol,Individual,Manual
Fiat Linea Active (Diesel),190000,80000,Diesel,Individual,Manual
Fiat Punto 1.4 Emotion,165000,100000,Petrol,Individual,Manual
Ford EcoSport 1.5 Diesel Trend Plus BSIV,710000,40000,Diesel,Individual,Manual
Hyundai Creta 1.6 SX Option,1200000,15000,Petrol,Individual,Manual
Maruti Zen Estilo LXI BS IV,229999,70000,Petrol,Individual,Manual
Renault KWID RXT,310000,15000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,320000,40000,Petrol,Individual,Manual
Maruti 800 AC,100000,54000,Petrol,Individual,Manual
Hyundai Verna CRDi,160000,90000,Diesel,Individual,Manual
Maruti 800 AC BSIII,60000,52000,Petrol,Individual,Manual
Tata Indigo LS,100000,200000,Diesel,Individual,Manual
Chevrolet Beat Diesel LT,350000,35000,Diesel,Individual,Manual
Renault Duster 110PS Diesel RxZ AWD,700000,60000,Diesel,Individual,Manual
Maruti Alto K10 VXI,300000,31489,Petrol,Individual,Manual
Hyundai i20 1.4 Asta Option,830000,40000,Diesel,Individual,Manual
Mahindra Quanto C6,220000,110000,Diesel,Individual,Manual
Tata Indigo LX Dicor,130000,50000,Diesel,Individual,Manual
Hyundai i20 1.2 Magna,330000,44000,Petrol,Individual,Manual
Honda City 1.5 S MT,254999,90000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX VTVT (O),600000,50000,Petrol,Individual,Manual
Hyundai i10 Magna,210000,50000,Petrol,Individual,Manual
Maruti Zen Estilo 1.1 LXI BSIII,120000,81366,Petrol,Individual,Manual
Maruti Esteem Vxi - BSIII,95000,110000,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000,Diesel,Individual,Manual
Hyundai Verna Transform VTVT,229999,70000,Petrol,Individual,Manual
Hyundai i20 Magna Optional 1.4 CRDi,400000,100000,Diesel,Individual,Manual
Maruti Gypsy King Hard Top Ambulance BSIV,300000,70000,Petrol,Individual,Manual
Ford Figo Diesel Celebration Edition,300000,50000,Diesel,Individual,Manual
Ford Fiesta 1.4 SXi TDCi,80000,180000,Diesel,Individual,Manual
Maruti 800 AC,80000,50000,Petrol,Individual,Manual
Maruti Esteem Vxi,100000,90000,Petrol,Individual,Manual
Tata Indica Vista Quadrajet LS,300000,110000,Diesel,Individual,Manual
Maruti Baleno Zeta Automatic,700000,26000,Petrol,Individual,Automatic
Maruti Vitara Brezza ZDi Plus,975000,65000,Diesel,Individual,Manual
Chevrolet Captiva LT,500000,130000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxL Optional,550000,75000,Diesel,Individual,Manual
Nissan Terrano XV Premium 110 PS,550000,110000,Diesel,Individual,Manual
Maruti Alto K10 2010-2014 VXI,240000,50000,Petrol,Individual,Manual
Maruti 800 Std,50000,80000,Petrol,Individual,Manual
Tata Indica Vista Aura 1.2 Safire,120000,80000,Petrol,Individual,Manual
Maruti Alto 800 LXI,900000,60000,Petrol,Individual,Manual
Honda City 1.5 V MT,250000,90000,Petrol,Individual,Manual
Renault KWID 1.0 RXT Optional,280000,36000,Petrol,Individual,Manual
Tata Indica Vista Terra Quadrajet 1.3L BS IV,85000,87000,Diesel,Individual,Manual
Tata Indica Vista Terra 1.4 TDI,90000,80000,Diesel,Individual,Manual
Chevrolet Enjoy TCDi LT 8 Seater,500000,50000,Diesel,Individual,Manual
Maruti 800 Std,200000,60000,Petrol,Individual,Manual
Renault KWID RXT,250000,50000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,185000,40000,Diesel,Individual,Manual
Hyundai i10 Magna 1.1,100000,60000,Petrol,Individual,Manual
Toyota Etios VXD,610000,55000,Diesel,Individual,Manual
Mahindra Quanto C8,290000,80000,Diesel,Individual,Manual
Mahindra Xylo E9,300000,295000,Diesel,Individual,Manual
Hyundai EON Era Plus,225000,80000,Petrol,Individual,Manual
Maruti Alto K10 VXI,320000,50000,Petrol,Individual,Manual
Tata Indigo CR4,135000,158000,Diesel,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,400000,Diesel,Individual,Manual
Maruti Wagon R VXI BS IV,400000,25000,Petrol,Individual,Manual
Hyundai i20 Active 1.2 S,570000,35000,Petrol,Individual,Manual
Maruti Ignis 1.2 Zeta BSIV,500000,12000,Petrol,Individual,Manual
Maruti Omni MPI STD BSIV,130000,70000,Petrol,Individual,Manual
Tata Tiago 1.2 Revotron XZ,360000,4000,Petrol,Individual,Manual
Ford Figo Aspire 1.2 Ti-VCT Trend,530000,10832,Petrol,Dealer,Manual
Hyundai i10 Era,250000,50000,Petrol,Individual,Manual
Nissan Sunny XL,600000,19495,Petrol,Dealer,Manual
Renault Duster 85PS Diesel RxL Plus,570000,62668,Diesel,Dealer,Manual
Mahindra XUV500 W6 2WD,850000,85710,Diesel,Dealer,Manual
Ford Figo Diesel EXI,250000,55130,Diesel,Dealer,Manual
Ford Ecosport 1.5 DV5 MT Titanium,580000,63356,Diesel,Dealer,Manual
Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,Dealer,Manual
Chevrolet Spark 1.0 LT,180000,15000,Petrol,Individual,Manual
Tata Tiago 1.2 Revotron XE,300000,50000,Petrol,Individual,Manual
Toyota Etios Liva VX,269000,70000,Petrol,Individual,Manual
Maruti Alto K10 VXI,231999,20000,Petrol,Individual,Manual
Chevrolet Beat LS,150000,60000,Petrol,Individual,Manual
Hyundai Grand i10 Asta Option,495000,5000,Petrol,Individual,Manual
Maruti Ciaz VXi,700000,15000,Petrol,Individual,Manual
Datsun GO Plus T BSIV,400000,4400,Petrol,Individual,Manual
Mahindra Xylo H4,599000,15000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxL Optional,421000,45000,Diesel,Individual,Manual
Ford EcoSport 1.5 Diesel Trend BSIV,841000,1000,Diesel,Individual,Manual
Hyundai i10 Magna 1.1L,295000,38500,Petrol,Individual,Manual
Hyundai i10 Sportz,220000,25000,Petrol,Individual,Manual
Ford Classic 1.4 Duratorq LXI,250000,35000,Diesel,Individual,Manual
Toyota Fortuner 3.0 Diesel,1100000,110000,Diesel,Individual,Manual
Hyundai Verna 1.6 VTVT,300000,40000,Petrol,Individual,Manual
Chevrolet Aveo U-VA 1.2,80000,110000,Petrol,Individual,Manual
Chevrolet Beat Diesel LT,215000,20000,Diesel,Individual,Manual
Hyundai EON Magna Plus,245000,14987,Petrol,Dealer,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,25061,Diesel,Dealer,Manual
Ford Ecosport 1.5 Diesel Titanium,760000,42494,Diesel,Dealer,Manual
Honda Amaze S i-Dtech,395000,44875,Diesel,Dealer,Manual
Ford Figo Diesel EXI,280000,89741,Diesel,Dealer,Manual
Honda Jazz 1.5 S i DTEC,495000,65000,Diesel,Dealer,Manual
Honda Jazz 1.5 VX i DTEC,525000,35000,Diesel,Dealer,Manual
Toyota Innova 2.5 GX 8 STR BSIV,420000,347089,Diesel,Dealer,Manual
Tata New Safari DICOR 2.2 VX 4x2,210000,34500,Diesel,Individual,Manual
Hyundai i20 Active 1.2 S,650000,30000,Petrol,Individual,Manual
BMW 3 Series 320d Luxury Line,2300000,39000,Diesel,Individual,Automatic
Ford Freestyle Titanium Plus Diesel BSIV,525000,16000,Diesel,Individual,Manual
Maruti Wagon R LXI CNG,195000,80000,CNG,Individual,Manual
Maruti Ertiga SHVS VDI,650000,60000,Diesel,Individual,Manual
Mahindra TUV 300 T6 Plus,540000,110000,Diesel,Individual,Manual
Maruti Alto 800 LXI,180000,61000,Petrol,Individual,Manual
Mahindra Bolero Power Plus ZLX,750000,29000,Diesel,Individual,Manual
Maruti Ertiga SHVS ZDI Plus,980000,50000,Diesel,Individual,Manual
Fiat Grande Punto EVO 90HP 1.3 Sport,250000,90000,Diesel,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz AT,550000,35000,Petrol,Individual,Automatic
Volkswagen Vento 1.6 Highline,509999,43000,Petrol,Individual,Manual
Maruti Alto K10 LXI,320000,50000,Petrol,Individual,Manual
Hyundai EON D Lite,275000,25000,Petrol,Individual,Manual
Mahindra XUV500 W8 2WD,550000,222252,Diesel,Individual,Manual
Maruti Wagon R VXI Minor,145000,50000,Petrol,Individual,Manual
Fiat Grande Punto Emotion 90Hp,250000,80000,Diesel,Individual,Manual
Hyundai Verna 1.6 SX,520000,35000,Diesel,Individual,Manual
Maruti Alto LXi,95000,85000,Petrol,Individual,Manual
Toyota Innova 2.5 V Diesel 7-seater,725000,110000,Diesel,Individual,Manual
Maruti 800 AC,55000,70000,Petrol,Individual,Manual
Honda City i DTEC VX,600000,100000,Diesel,Individual,Manual
Volkswagen Vento New Diesel Highline,330000,120000,Diesel,Individual,Manual
Maruti Swift Dzire VDI,470000,89000,Diesel,Individual,Manual
Maruti Swift ZDi,365000,120000,Diesel,Individual,Manual
Hyundai EON Magna Plus,250000,40000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,430000,17000,Petrol,Individual,Manual
Maruti Swift VDI,400000,125000,Diesel,Individual,Manual
Maruti Swift Dzire ZXI,615000,110000,Petrol,Individual,Manual
Ford Figo Diesel Titanium,150000,120000,Diesel,Individual,Manual
Ford Figo Diesel ZXI,240000,90000,Diesel,Individual,Manual
Mahindra Scorpio S10 7 Seater,800000,90000,Diesel,Individual,Manual
Hyundai EON Petrol Magna Plus,240000,110000,Petrol,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,600000,87000,Diesel,Individual,Manual
Mahindra Scorpio LX,800000,15000,Diesel,Individual,Manual
Hyundai EON 1.0 Kappa Magna Plus,160000,70000,Petrol,Individual,Manual
Ford Fiesta Classic 1.6 Duratec CLXI,350000,38000,Petrol,Individual,Manual
Honda City 1.5 V MT,300000,64000,Petrol,Individual,Manual
Tata Sumo Gold EX BSIII,399000,55250,Diesel,Individual,Manual
Mahindra Bolero DI,300000,110000,Diesel,Individual,Manual
Maruti A-Star AT VXI,150000,70000,Petrol,Individual,Automatic
Chevrolet Cruze LTZ,320000,60000,Diesel,Individual,Manual
Tata Hexa XM,1280000,17000,Diesel,Individual,Manual
Renault KWID 1.0 RXT Optional,300000,13000,Petrol,Individual,Manual
Nissan Terrano XL Plus ICC WT20 SE,1000000,60000,Diesel,Individual,Manual
Mitsubishi Pajero Sport 4X4,1090000,120000,Diesel,Individual,Manual
Tata New Safari DICOR 2.2 GX 4x2 BS IV,450000,97000,Diesel,Individual,Manual
Tata Indica GLS BS IV,60000,130000,Petrol,Individual,Manual
Maruti Swift Dzire ZXI,500000,50000,Petrol,Individual,Manual
Tata Indigo CR4,200000,120000,Diesel,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,650000,68000,Diesel,Individual,Manual
Maruti Alto LXi,60000,100000,Petrol,Individual,Manual
Maruti Ertiga VDI,250999,80000,Diesel,Individual,Manual
Hyundai Accent Executive CNG,185000,67000,CNG,Dealer,Manual
Maruti Alto K10 VXI,155000,60000,Petrol,Individual,Manual
Maruti Swift VXI,600000,5000,Petrol,Individual,Manual
Renault KWID RXE,300000,20000,Petrol,Individual,Manual
